Location,Minimum,Average,Maximum
Kisanuki,31.3444,31.3444,31.3444,1
Aconibe,1.3,1.3,1.3,1
Marquette,46.544,46.544,46.544,1
Ban Chang,12.7208,12.7208,12.7208,1
Lastra a Signa,43.7667,43.7667,43.7667,1
Āndippatti,9.998,9.998,9.998,1
Jamao al Norte,19.65,19.65,19.65,1
Angat,14.9281,14.9281,14.9281,1
El Marsa,36.8111,36.8111,36.8111,1
Bo‘z,40.6833,40.6833,40.6833,1
Rodas,22.3428,22.3428,22.3428,1
Saint Paul’s Bay,35.9483,35.9483,35.9483,1
Imielin,50.1333,50.1333,50.1333,1
Chilgazí,40.15,40.15,40.15,1
Alpignano,45.1,45.1,45.1,1
St. Charles,38.7954,40.35735,41.9193,2
Abbiategrasso,45.4,45.4,45.4,1
Kadwa,25.0316,25.0316,25.0316,1
Spenge,52.1333,52.1333,52.1333,1
Gaggenau,48.8039,48.8039,48.8039,1
Almasi,38.6833,38.6833,38.6833,1
Apuiarés,-3.9489,-3.9489,-3.9489,1
Noyabrsk,63.2017,63.2017,63.2017,1
Nūlivedu,14.1002,14.1002,14.1002,1
Závora,-24.5167,-24.5167,-24.5167,1
Changbang,30.4555,30.4555,30.4555,1
Schwabach,49.3292,49.3292,49.3292,1
Ridgefield Park,40.8543,40.8543,40.8543,1
Guaymas,28.1667,28.1667,28.1667,1
Hathiākān,25.606,25.606,25.606,1
Tiruppāchūr,13.1384,13.1384,13.1384,1
Xanten,51.6622,51.6622,51.6622,1
Votkinsk,57.05,57.05,57.05,1
Bautista,15.8103,15.8103,15.8103,1
Solhan,38.9681,38.9681,38.9681,1
Avrillé,47.5069,47.5069,47.5069,1
Itanhomi,-19.1719,-19.1719,-19.1719,1
São Miguel,-6.2119,-5.6684504,-5.125,2
Bradenton,27.4901,27.4901,27.4901,1
Tonypandy,51.6223,51.6223,51.6223,1
Savur,37.5375,37.5375,37.5375,1
Porterville,36.0643,36.0643,36.0643,1
Shangtangcun,21.5989,21.5989,21.5989,1
Ouro Branco,-20.5208,-14.84375,-9.1667,2
Seabra,-12.4189,-12.4189,-12.4189,1
Poço Fundo,-21.7808,-21.7808,-21.7808,1
Rayleigh,51.5864,51.5864,51.5864,1
Chikitigarh,19.2023,19.2023,19.2023,1
Marktredwitz,50.0,50.0,50.0,1
Zachary,30.6643,30.6643,30.6643,1
Inanantonana,-19.65,-19.65,-19.65,1
Bhado Khara,24.9567,24.9567,24.9567,1
Beyşehir,37.6764,37.6764,37.6764,1
El Kef,36.1822,36.1822,36.1822,1
Cehegín,38.0925,38.0925,38.0925,1
Barcelos,-0.975,20.270851,41.5167,2
Esmeraldas,-19.7628,-9.39805,0.9667,2
Minamiminowa,35.8729,35.8729,35.8729,1
Anjahambe,-17.3833,-17.3833,-17.3833,1
Le Grand-Saconnex,46.2333,46.2333,46.2333,1
Djakotomé,6.9,6.9,6.9,1
Kangān,27.8389,27.8389,27.8389,1
Slutsk,53.0333,53.0333,53.0333,1
Sudley,38.7878,38.7878,38.7878,1
Glyká Nerá,37.9917,37.9917,37.9917,1
Aigali,16.72,16.72,16.72,1
Contramaestre,20.3,20.3,20.3,1
Tam Hiệp,10.9497,10.9497,10.9497,1
Ilsenburg,51.8667,51.8667,51.8667,1
Samtredia,42.1625,42.1625,42.1625,1
Laboulaye,-34.1167,-34.1167,-34.1167,1
Gahanna,40.0251,40.0251,40.0251,1
Yamakita,35.3606,35.3606,35.3606,1
Jogbani,26.4024,26.4024,26.4024,1
Batabanó,22.7167,22.7167,22.7167,1
Basīrhat,22.6612,22.6612,22.6612,1
Nosibe,-13.15,-13.15,-13.15,1
Fredericksburg,30.266,34.2826,38.2992,2
Ustrzyki Dolne,49.4297,49.4297,49.4297,1
Torredonjimeno,37.7667,37.7667,37.7667,1
Los Santos,6.9167,6.9167,6.9167,1
Buikwe,0.3442,0.3442,0.3442,1
Tilehurst,51.4579,51.4579,51.4579,1
Chocontá,5.1467,5.1467,5.1467,1
Iaciara,-14.0958,-14.0958,-14.0958,1
Villa San Giovanni,38.2167,38.2167,38.2167,1
Sikhio,14.9,14.9,14.9,1
Purísima de Bustos,21.0333,21.0333,21.0333,1
Canteleu,49.4511,49.4511,49.4511,1
Arsin,40.95,40.95,40.95,1
Aj Jourf,31.4903,31.4903,31.4903,1
Rio Pardo de Minas,-15.61,-15.61,-15.61,1
Negrete,-37.5833,-37.5833,-37.5833,1
Ichinomiya,35.3667,35.3667,35.3667,1
Robertsport,6.75,6.75,6.75,1
Vyborg,60.7106,60.7106,60.7106,1
Samashki,43.2906,43.2906,43.2906,1
Manjacaze,-24.7117,-24.7117,-24.7117,1
Ban Pong,13.8174,13.8174,13.8174,1
Ocozocoautla de Espinosa,16.8,16.8,16.8,1
Develi,38.3886,38.3886,38.3886,1
Two Rivers,44.1565,44.1565,44.1565,1
Silver Firs,47.8635,47.8635,47.8635,1
Bīdestān,36.2311,36.2311,36.2311,1
Regidor,8.6667,8.6667,8.6667,1
Cotija de la Paz,19.81,19.81,19.81,1
Lanester,47.7647,47.7647,47.7647,1
Ladário,-19.005,-19.005,-19.005,1
Cabarete,19.7511,19.7511,19.7511,1
Eastern Goleta Valley,34.4448,34.4448,34.4448,1
Yorkshire,38.7882,38.7882,38.7882,1
Nkokonjeru,0.2394,0.2394,0.2394,1
Srīrāmpuram,10.4346,10.4346,10.4346,1
České Budějovice,48.9747,48.9747,48.9747,1
Sakon Nakhon,17.1564,17.1564,17.1564,1
Storrs,41.8083,41.8083,41.8083,1
Ciudad Constitución,25.0322,25.0322,25.0322,1
Bāgepalli,13.78,13.78,13.78,1
Herzberg am Harz,51.6575,51.6575,51.6575,1
Priolo Gargallo,37.1667,37.1667,37.1667,1
Prosperidad,8.6057,8.6057,8.6057,1
Bisee,14.0243,14.0243,14.0243,1
Cesenatico,44.2,44.2,44.2,1
Lunéville,48.5894,48.5894,48.5894,1
Bni Gmil,35.0833,35.0833,35.0833,1
Kök-Janggak,41.0333,41.0333,41.0333,1
Oswego,41.6834,42.567497,43.4516,2
Carinhanha,-14.305,-14.305,-14.305,1
Rosales,15.8944,15.8944,15.8944,1
Jakar,27.55,27.55,27.55,1
Andrews,32.3207,32.3207,32.3207,1
Quivicán,22.8247,22.8247,22.8247,1
Bestwig,51.3667,51.3667,51.3667,1
Manivilundān,11.6004,11.6004,11.6004,1
Carate Brianza,45.7667,45.7667,45.7667,1
Dokkum,53.3269,53.3269,53.3269,1
Plainfield,39.6954,40.907677,41.6992,4
Nanzhuangzhen,23.721,23.721,23.721,1
Nonoichi,36.5194,36.5194,36.5194,1
Concepción de Ataco,13.8667,13.8667,13.8667,1
Nanthankulam,8.3331,8.3331,8.3331,1
Erkrath,51.2239,51.2239,51.2239,1
Mexicaltzingo,19.2092,19.2092,19.2092,1
Santana de Parnaíba,-23.4439,-23.4439,-23.4439,1
Covasna,45.8492,45.8492,45.8492,1
Saßnitz,54.5164,54.5164,54.5164,1
Kāranchedu,15.8823,15.8823,15.8823,1
San Mauro Torinese,45.1039,45.1039,45.1039,1
Chankou,35.7754,35.7754,35.7754,1
Avocado Heights,34.0391,34.0391,34.0391,1
Hailākāndi,24.6839,24.6839,24.6839,1
Puttūr,12.7648,13.1074,13.45,2
São Lourenço do Sul,-31.365,-31.365,-31.365,1
Phuket,7.8881,7.8881,7.8881,1
Ulvila,61.4333,61.4333,61.4333,1
Timonium,39.4459,39.4459,39.4459,1
Piçarras,-26.75,-26.75,-26.75,1
Qaşr-e Qand,26.2483,26.2483,26.2483,1
Piraziz,40.9333,40.9333,40.9333,1
Svishtov,43.6167,43.6167,43.6167,1
Bordentown,40.142,40.142,40.142,1
Kantharalak,14.6536,14.6536,14.6536,1
Yacuiba,-22.0153,-22.0153,-22.0153,1
Almetyevsk,54.9,54.9,54.9,1
San Juan Capistrano,33.5008,33.5008,33.5008,1
Umuarama,-23.7658,-23.7658,-23.7658,1
Narathiwat,6.4167,6.4167,6.4167,1
Lauda-Königshofen,49.5686,49.5686,49.5686,1
Temescal Valley,33.7581,33.7581,33.7581,1
Pacaembu,-21.5622,-21.5622,-21.5622,1
Chiautla de Tapia,18.3,18.3,18.3,1
Hockessin,39.7837,39.7837,39.7837,1
Luckeesarai,25.1678,25.1678,25.1678,1
Paulínia,-22.7611,-22.7611,-22.7611,1
Baghlān,36.1328,36.1328,36.1328,1
La Quinta,33.6536,33.6536,33.6536,1
Heysham,54.046,54.046,54.046,1
Naperville,41.748,41.748,41.748,1
Tafersit,35.0167,35.0167,35.0167,1
Cestas,44.7444,44.7444,44.7444,1
Laghzawna,33.189,33.189,33.189,1
Ban Dong Mada,19.7237,19.7237,19.7237,1
Boumalne,31.3738,31.3738,31.3738,1
Bressuire,46.84,46.84,46.84,1
Mount Eliza,-38.189,-38.189,-38.189,1
Świecie,53.4167,53.4167,53.4167,1
Bellerive-sur-Allier,46.1164,46.1164,46.1164,1
Santa Cruz Atizapán,19.1756,19.1756,19.1756,1
G’allaorol Shahri,40.0214,40.0214,40.0214,1
Androndrona Anava,-15.75,-15.75,-15.75,1
Pordenone,45.95,45.95,45.95,1
Kosh-Agach,49.9927,49.9927,49.9927,1
Pakxan,18.3964,18.3964,18.3964,1
Senguio,19.7539,19.7539,19.7539,1
Anderson,34.5211,38.3533,40.4497,3
Sremska Mitrovica,44.97,44.97,44.97,1
Litian Gezhuang,39.8151,39.8151,39.8151,1
Bteghrîne,33.93,33.93,33.93,1
Yerba Buena,-26.8167,-26.8167,-26.8167,1
Bourne,41.7233,47.24585,52.7684,2
Orlândia,-20.7203,-20.7203,-20.7203,1
Kerrville,30.0398,30.0398,30.0398,1
Suhāgi,23.2206,23.2206,23.2206,1
Ojus,25.9563,25.9563,25.9563,1
Jangy-Nookat,40.25,40.25,40.25,1
Gniezno,52.5358,52.5358,52.5358,1
Şiran,40.1894,40.1894,40.1894,1
Drodro,1.7667,1.7667,1.7667,1
Korbach,51.2833,51.2833,51.2833,1
Ampasimpotsy-Gara,-18.9667,-18.9667,-18.9667,1
Brielle,51.9,51.9,51.9,1
Atāri,31.6008,31.6008,31.6008,1
Merrillville,41.4728,41.4728,41.4728,1
Maiquinique,-15.6208,-15.6208,-15.6208,1
Okondja,-0.6519,-0.6519,-0.6519,1
Dakota Ridge,39.6192,39.6192,39.6192,1
Dammarie-lè-Lys,48.5177,48.5177,48.5177,1
Devendranagar,24.6169,24.6169,24.6169,1
Ban Nong Kathao,16.9833,16.9833,16.9833,1
Anshan,39.7144,39.7144,39.7144,1
Wethersfield,41.7013,41.7013,41.7013,1
Segovia,7.0781,24.0131,40.9481,2
Kadaiyam,8.832,8.832,8.832,1
Lewisboro,41.2697,41.2697,41.2697,1
Lavínia,-21.1683,-21.1683,-21.1683,1
Gōtsuchō,35.0167,35.0167,35.0167,1
Padavēdu,12.673,12.673,12.673,1
Ródos,36.4412,36.4412,36.4412,1
Arnaud,18.45,18.45,18.45,1
Arroio do Meio,-29.4008,-29.4008,-29.4008,1
Salgado de São Félix,-7.3569,-7.3569,-7.3569,1
Phillipsburg,40.6894,40.6894,40.6894,1
Ẕefat,32.9658,32.9658,32.9658,1
Canarana,-11.685,-11.685,-11.685,1
El Tablón,1.4269,1.4269,1.4269,1
Sawla,9.2833,9.2833,9.2833,1
Cáchira,7.75,7.75,7.75,1
Pátzcuaro,19.5164,19.5164,19.5164,1
Arcata,40.8615,40.8615,40.8615,1
Bodītī,6.8667,6.8667,6.8667,1
Wilcannia,-31.565,-31.565,-31.565,1
Oshnavīyeh,37.0389,37.0389,37.0389,1
Enkesen,51.5006,51.5006,51.5006,1
Dolo Bay,4.1833,4.1833,4.1833,1
Bad Münstereifel,50.5531,50.5531,50.5531,1
Pirthīpur,25.1853,25.1853,25.1853,1
Shimogamo,34.6795,34.6795,34.6795,1
San Salvo,42.0455,42.0455,42.0455,1
Massango,-11.3167,-11.3167,-11.3167,1
Srvanampatti,11.0764,11.0764,11.0764,1
El Alia,37.1667,37.1667,37.1667,1
Yuzhno-Sukhokumsk,44.6667,44.6667,44.6667,1
Souama,36.6417,36.6417,36.6417,1
Āz̄arshahr,37.7722,37.7722,37.7722,1
Hüllhorst,52.2833,52.2833,52.2833,1
Saviano,40.9167,40.9167,40.9167,1
Ciempozuelos,40.1592,40.1592,40.1592,1
Teranikallu,15.6392,15.6392,15.6392,1
Galeana,24.8333,24.8333,24.8333,1
Udawantnagar,25.5054,25.5054,25.5054,1
Charlotte,42.5662,42.5662,42.5662,1
Madera Acres,37.0123,37.0123,37.0123,1
Gaurihar Khāliqnagar,25.9356,25.9356,25.9356,1
Lorsch,49.6539,49.6539,49.6539,1
Moss Bluff,30.3039,30.3039,30.3039,1
Kandori,35.6833,35.6833,35.6833,1
Lanciano,42.2333,42.2333,42.2333,1
Cuemba,-12.15,-12.15,-12.15,1
Maddela,16.3411,16.3411,16.3411,1
N’Gaous,35.555,35.555,35.555,1
Ban Bang Phun,13.9968,13.9968,13.9968,1
Castiglione delle Stiviere,45.4,45.4,45.4,1
Folkestone,51.081,51.081,51.081,1
Ashton in Makerfield,53.487,53.487,53.487,1
Kandanūr,10.1037,10.1037,10.1037,1
Szamotuły,52.6,52.6,52.6,1
Itapema,-27.09,-27.09,-27.09,1
Piracanjuba,-17.3028,-17.3028,-17.3028,1
Guadalupe Nuevo,14.5587,14.5587,14.5587,1
Amritpur,28.1167,28.1167,28.1167,1
Sidi Rahhal,31.6667,31.6667,31.6667,1
Daruvar,45.5929,45.5929,45.5929,1
Ar Raḩmānīyah,31.1062,31.1062,31.1062,1
Eastpointe,42.4657,42.4657,42.4657,1
Kaleybar,38.8664,38.8664,38.8664,1
Staszów,50.5642,50.5642,50.5642,1
Rocky River,41.4702,41.4702,41.4702,1
Meleuz,52.95,52.95,52.95,1
Hiệp Hòa,10.9289,10.9289,10.9289,1
Samdhin,27.137,27.137,27.137,1
Watertown,41.616,43.422028,44.9094,4
Cankova,46.7193,46.7193,46.7193,1
Moloacán,17.9833,17.9833,17.9833,1
Ixtahuacán,15.4167,15.4167,15.4167,1
Montemor-o-Velho,40.1667,40.1667,40.1667,1
Ahuachapán,13.9167,13.9167,13.9167,1
Mogocha,53.7333,53.7333,53.7333,1
Azandarīān,34.5075,34.5075,34.5075,1
Uglich,57.5333,57.5333,57.5333,1
Szekszárd,46.356,46.356,46.356,1
Khamaria,23.2129,23.2129,23.2129,1
Coimbra,40.2111,40.2111,40.2111,1
Agryz,56.5219,56.5219,56.5219,1
Lambarkiyine,33.2,33.2,33.2,1
Biała Podlaska,52.0333,52.0333,52.0333,1
Madera,29.19,33.0765,36.963,2
Kalfou,10.2833,10.2833,10.2833,1
Kambove,-10.8764,-10.8764,-10.8764,1
Deori Khās,23.3902,23.3902,23.3902,1
Mouscron,50.7333,50.7333,50.7333,1
Puerto Berrío,6.49,6.49,6.49,1
Abirāmam,9.4423,9.4423,9.4423,1
Stillwater,36.1317,41.386368,45.0573,3
Atotonilco el Alto,20.5333,20.5333,20.5333,1
Evere,50.8667,50.8667,50.8667,1
Ikhlāspur,25.0589,25.0589,25.0589,1
Chachoengsao,13.6903,13.6903,13.6903,1
Gyumri,40.7894,40.7894,40.7894,1
Nikel,69.4081,69.4081,69.4081,1
Gornji Petrovci,46.805,46.805,46.805,1
Parsāgarhi,26.0935,26.0935,26.0935,1
Saint-Orens-de-Gameville,43.5514,43.5514,43.5514,1
Kanchanpalli,17.7427,17.7427,17.7427,1
Dumfries,55.07,55.07,55.07,1
Donwari,11.1197,11.1197,11.1197,1
San Josecito,9.8885,9.95055,10.0126,2
Sarāb,37.9414,37.9414,37.9414,1
Mizunami,35.3618,35.3618,35.3618,1
South Amboy,40.4852,40.4852,40.4852,1
Villafranca di Verona,45.35,45.35,45.35,1
Pomáz,47.6431,47.6431,47.6431,1
‘Ajab Shīr,37.4831,37.4831,37.4831,1
Advi Devalpalli,16.6631,16.6631,16.6631,1
Castiglione del Lago,43.1386,43.1386,43.1386,1
Market Drayton,52.9044,52.9044,52.9044,1
Aritao,16.2973,16.2973,16.2973,1
Třinec,49.6778,49.6778,49.6778,1
Goranboy,40.6103,40.6103,40.6103,1
Arrapalli,18.0718,18.0718,18.0718,1
Hirehāluhosahalli,15.0105,15.0105,15.0105,1
Dongshicuo,23.7021,23.7021,23.7021,1
Adilcevaz,38.8058,38.8058,38.8058,1
Salonta,46.8,46.8,46.8,1
Cypress Lake,26.5392,26.5392,26.5392,1
Coriano,43.9667,43.9667,43.9667,1
Tuodian,24.6907,24.6907,24.6907,1
Busembatia,0.775,0.775,0.775,1
Ulkan,55.9004,55.9004,55.9004,1
Kanyākulam,8.2012,8.2012,8.2012,1
Veppattūr,11.0154,11.0154,11.0154,1
Boppard,50.2314,50.2314,50.2314,1
Chanal,16.6,16.6,16.6,1
Gulariyā,28.2056,28.2056,28.2056,1
Gingoog,8.8167,8.8167,8.8167,1
Nikki,9.9333,9.9333,9.9333,1
Diffa,13.3171,13.3171,13.3171,1
Ringsted,55.4425,55.4425,55.4425,1
Turlock,37.5053,37.5053,37.5053,1
Kushiro,42.9961,42.9961,42.9961,1
Marcos Juárez,-32.7,-32.7,-32.7,1
Viligili,0.7569,0.7569,0.7569,1
Tagounite,29.9833,29.9833,29.9833,1
Weigelstown,39.9852,39.9852,39.9852,1
Mutuípe,-13.2289,-13.2289,-13.2289,1
Missões,-14.8839,-14.8839,-14.8839,1
Shibushi,31.5,31.5,31.5,1
Ramat HaSharon,32.15,32.15,32.15,1
Caister-on-Sea,52.651,52.651,52.651,1
Chandi,22.3503,22.3503,22.3503,1
Pilisvörösvár,47.6211,47.6211,47.6211,1
Birsk,55.4167,55.4167,55.4167,1
Bassila,9.0167,9.0167,9.0167,1
Oisterwijk,51.5833,51.5833,51.5833,1
Itapebi,-15.9508,-15.9508,-15.9508,1
Copparo,44.9,44.9,44.9,1
San Pablo Villa de Mitla,16.917,16.917,16.917,1
Sarapiquí,10.4853,10.4853,10.4853,1
Smarhon’,54.4836,54.4836,54.4836,1
Štúrovo,47.7992,47.7992,47.7992,1
Fancheng,39.1891,39.1891,39.1891,1
Boca Chica,18.4539,18.4539,18.4539,1
Chanco,-36.2667,-36.2667,-36.2667,1
Guaratinga,-16.5839,-16.5839,-16.5839,1
Susāri,22.1797,22.1797,22.1797,1
Paraíso do Tocantins,-10.1758,-10.1758,-10.1758,1
Jhundo,24.7756,24.7756,24.7756,1
Empoli,43.7167,43.7167,43.7167,1
Los Alcázares,37.7436,37.7436,37.7436,1
Bayburt,40.2597,40.2597,40.2597,1
Vadsø,70.0803,70.0803,70.0803,1
Švenčionys,55.1333,55.1333,55.1333,1
San José de Ocoa,18.55,18.55,18.55,1
Linguère,15.3944,15.3944,15.3944,1
Heumen,51.7833,51.7833,51.7833,1
Uiraúna,-6.5178,-6.5178,-6.5178,1
Boville Ernica,41.65,41.65,41.65,1
Neves Paulista,-20.8458,-20.8458,-20.8458,1
Fort Walton Beach,30.4255,30.4255,30.4255,1
Cutlerville,42.8403,42.8403,42.8403,1
Octeville,49.6269,49.6269,49.6269,1
Ad Dakhla,23.7081,23.7081,23.7081,1
Eidsvoll,60.3475,60.3475,60.3475,1
Sīāhkal,37.1528,37.1528,37.1528,1
Padakanti,18.6942,18.6942,18.6942,1
Baile Átha Luain,53.4236,53.4236,53.4236,1
Épinay-sur-Orge,48.6739,48.6739,48.6739,1
Montijo,38.6833,38.79665,38.91,2
Buyende,1.1475,1.1475,1.1475,1
Eidsvold,-25.3667,-25.3667,-25.3667,1
Deoria,26.1791,26.1791,26.1791,1
Nabire,-3.3682,-3.3682,-3.3682,1
São Marcos,-28.9708,-28.9708,-28.9708,1
Tadley,51.3506,51.3506,51.3506,1
Bhararisain,30.0986,30.0986,30.0986,1
Mafamude,41.1152,41.1152,41.1152,1
Masterton,-40.97,-40.97,-40.97,1
Debre Mark’os,10.3333,10.3333,10.3333,1
Chevilly-Larue,48.7664,48.7664,48.7664,1
Argenteuil,48.95,48.95,48.95,1
Ioánnina,39.6636,39.6636,39.6636,1
Cassino,41.5,41.5,41.5,1
Areguá,-25.2953,-25.2953,-25.2953,1
Moulay Abdelkader,34.6422,34.6422,34.6422,1
Olovyannaya,50.95,50.95,50.95,1
Utehia,26.48,26.48,26.48,1
Ntungamo,-0.8819,-0.8819,-0.8819,1
Kurumbalūr,11.236,11.236,11.236,1
Liangwu,23.6012,23.6012,23.6012,1
Līkak,30.895,30.895,30.895,1
Tampakan,6.45,6.45,6.45,1
Lençóis Paulista,-22.5986,-22.5986,-22.5986,1
Matthews,35.1195,35.1195,35.1195,1
Pāta Putrela,17.0173,17.0173,17.0173,1
Oupeye,50.7083,50.7083,50.7083,1
Bofete,-23.1022,-23.1022,-23.1022,1
Leixlip,53.3643,53.3643,53.3643,1
La Palma del Condado,37.3842,37.3842,37.3842,1
Swan Hill,-35.3333,-35.3333,-35.3333,1
Moravče,46.1356,46.1356,46.1356,1
Willimantic,41.7171,41.7171,41.7171,1
Sarenja,25.4449,25.4449,25.4449,1
Klaeng,12.7778,12.7778,12.7778,1
Zhongzhai,25.7783,25.7783,25.7783,1
Canet de Mar,41.5911,41.5911,41.5911,1
Étampes,48.4343,48.4343,48.4343,1
Bear,39.6189,39.6189,39.6189,1
Orzesze,50.15,50.15,50.15,1
Algeciras,2.5333,19.330399,36.1275,2
Arbroath,56.561,56.561,56.561,1
Okha,53.5889,53.5889,53.5889,1
Whitchurch,51.4064,52.1877,52.969,2
Rayón,19.1481,19.1481,19.1481,1
La Lucila,-34.4833,-34.4833,-34.4833,1
Moknine,35.6333,35.6333,35.6333,1
Papanduva,-26.37,-26.37,-26.37,1
Jacinto Machado,-28.9969,-28.9969,-28.9969,1
Iaras,-22.8667,-22.8667,-22.8667,1
Itatinga,-23.1017,-23.1017,-23.1017,1
Pyāpali,15.2669,15.2669,15.2669,1
Lamsabih,32.2933,32.2933,32.2933,1
Chestermere,51.05,51.05,51.05,1
Beparasy,-19.1667,-19.1667,-19.1667,1
Shamshernagar,25.0862,25.0862,25.0862,1
Maria da Fé,-22.3078,-22.3078,-22.3078,1
Ramsbottom,53.6484,53.6484,53.6484,1
Nisshin,35.132,35.132,35.132,1
Esposende,41.5333,41.5333,41.5333,1
Soliman,36.7,36.7,36.7,1
Cândido Mendes,-1.4469,-1.4469,-1.4469,1
Tibigan,9.95,9.95,9.95,1
Alakamisy-Ambohimaha,-21.3167,-21.3167,-21.3167,1
São João del Rei,-21.1358,-21.1358,-21.1358,1
Ban Wang Nok Aen,16.8333,16.8333,16.8333,1
Zirara,32.35,32.35,32.35,1
Liangyi,35.2698,35.2698,35.2698,1
Tenente Portela,-27.3708,-27.3708,-27.3708,1
Chaigoubu,40.6687,40.6687,40.6687,1
Ayapango,19.1264,19.1264,19.1264,1
Wegberg,51.1417,51.1417,51.1417,1
Meco,40.5539,40.5539,40.5539,1
Behenjy,-19.2,-19.2,-19.2,1
Gbawe,5.5767,5.5767,5.5767,1
Trou du Nord,19.6333,19.6333,19.6333,1
Tournai,50.6056,50.6056,50.6056,1
Andreba,-14.5833,-14.5833,-14.5833,1
Mitai,32.7117,32.7117,32.7117,1
Sarayönü,38.2661,38.2661,38.2661,1
Pôrto Ferreira,-21.8539,-21.8539,-21.8539,1
Meda,45.6667,45.6667,45.6667,1
San Bartolomé Milpas Altas,14.6046,14.6046,14.6046,1
Feldkirchen,46.7236,46.7236,46.7236,1
Kroměříž,49.2989,49.2989,49.2989,1
Labbaikkudikkādu,11.3922,11.3922,11.3922,1
Akabira,43.5581,43.5581,43.5581,1
Gajwel,17.8517,17.8517,17.8517,1
Gurgunta,16.2875,16.2875,16.2875,1
Dhamtari,20.71,20.71,20.71,1
Taviano,39.9833,39.9833,39.9833,1
Albal,39.3972,39.3972,39.3972,1
Shelton,41.306,44.2623,47.2186,2
Bălţi,47.7667,47.7667,47.7667,1
Yuzhne,46.63,46.63,46.63,1
Bāneh,35.9975,35.9975,35.9975,1
Arsenyev,44.1667,44.1667,44.1667,1
Tauragė,55.2522,55.2522,55.2522,1
Villerupt,49.4697,49.4697,49.4697,1
Bönen,51.5986,51.5986,51.5986,1
Montecchio Maggiore,45.5037,45.5037,45.5037,1
Dorūd,33.4986,33.4986,33.4986,1
Port Alfred,-33.5917,-33.5917,-33.5917,1
Kanoni,0.1728,0.1728,0.1728,1
Paripueira,-9.465,-9.465,-9.465,1
Quaraí,-30.3878,-30.3878,-30.3878,1
Mildenhall,52.3446,52.3446,52.3446,1
Sint-Gillis-bij-Dendermonde,51.0189,51.0189,51.0189,1
Plaine Magnien,-20.4286,-20.4286,-20.4286,1
Thānga,24.55,24.55,24.55,1
Aubagne,43.2908,43.2908,43.2908,1
Alcalde Díaz,9.12,9.12,9.12,1
Gālivedu,14.0333,14.0333,14.0333,1
Igaratá,-23.2044,-23.2044,-23.2044,1
Sardinal,10.5343,10.5343,10.5343,1
Vieste,41.8833,41.8833,41.8833,1
Ban Non Sombun,18.2983,18.2983,18.2983,1
Carmagnola,44.85,44.85,44.85,1
Seravezza,44.0,44.0,44.0,1
Courtenay,49.6878,49.6878,49.6878,1
Beek,50.9333,50.9333,50.9333,1
Delitzsch,51.5264,51.5264,51.5264,1
Ambātturai,10.2603,10.2603,10.2603,1
Bāgalvād,16.0528,16.0528,16.0528,1
Mahaboboka,-22.9,-22.9,-22.9,1
Perungulam,8.6413,8.6413,8.6413,1
Volksrust,-27.3667,-27.3667,-27.3667,1
Susuz,40.78,40.78,40.78,1
Borovskoy,53.7964,53.7964,53.7964,1
Yanhewan,36.7523,36.7523,36.7523,1
Sonoma,38.2902,38.2902,38.2902,1
Ogano,36.0171,36.0171,36.0171,1
Aleksandrovsk-Sakhalinskiy,50.9,50.9,50.9,1
Mexborough,53.4992,53.4992,53.4992,1
San Antonio Palopó,14.7,14.7,14.7,1
Comitancillo,15.0906,15.0906,15.0906,1
Podčetrtek,46.1573,46.1573,46.1573,1
Dinuba,36.5453,36.5453,36.5453,1
Panchānandapur,24.9339,24.9339,24.9339,1
Ilicínia,-20.9358,-20.9358,-20.9358,1
Orani,14.8,14.8,14.8,1
Chorhat,24.4274,24.4274,24.4274,1
Banting,5.7167,5.7167,5.7167,1
Rîşcani,47.9572,47.9572,47.9572,1
Julita,10.9731,10.9731,10.9731,1
Tetyushi,54.9333,54.9333,54.9333,1
Mānikganj,23.85,23.85,23.85,1
Lüchow,52.9667,52.9667,52.9667,1
Harūr,12.051,12.051,12.051,1
Kalibo,11.7072,11.7072,11.7072,1
Ban Lam Narai,15.2,15.2,15.2,1
Behat,26.2435,26.2435,26.2435,1
Tranovaho,-25.3,-25.3,-25.3,1
Collipulli,-37.95,-37.95,-37.95,1
Nagahama,35.3833,35.3833,35.3833,1
Honiton,50.8,50.8,50.8,1
São Ludgero,-28.3258,-28.3258,-28.3258,1
Healdsburg,38.6224,38.6224,38.6224,1
Rishivandiyam,11.817,11.817,11.817,1
Polegate,50.8216,50.8216,50.8216,1
Kalispell,48.2153,48.2153,48.2153,1
South Middleton,40.1324,40.1324,40.1324,1
Cloppenburg,52.85,52.85,52.85,1
Auxerre,47.7986,47.7986,47.7986,1
Cagliari,39.2278,39.2278,39.2278,1
São Gonçalo do Amarante,-5.7928,-4.6993,-3.6058,2
Kusapín,9.18,9.18,9.18,1
Tanguiéta,10.6167,10.6167,10.6167,1
Taastrup,55.65,55.65,55.65,1
Tounfafi,14.0464,14.0464,14.0464,1
Santo Stino di Livenza,45.7333,45.7333,45.7333,1
Żebbuġ,35.8731,35.97195,36.0708,2
Porto Tolle,44.95,44.95,44.95,1
Murfatlar,44.1736,44.1736,44.1736,1
Tasso,9.6737,9.6737,9.6737,1
Dānesfahān,35.8108,35.8108,35.8108,1
Bonito Oriental,15.7333,15.7333,15.7333,1
